smiles,CDK2_9606,GSK3B_10090,GSK3A_9606,GSK3B_10116,GSK3B_9606,ABL1_10090,LCK_9606,ZAP70_9606,ABL1_9606,LCK_10090
NC(=O)C1=CN=C2C=CC(C(=O)C=CC3=CC=C(Cl)C=C3)=CC2=C1NC1=CC=C(Cl)C=C1,0.0,,,,,,,,,
COC1=CC=CC=C1N1N=CC2=C(NN=CC3=CC=NC=C3)N=CN=C21,,,,,0.0,,,,,
OC1=CC(O)=C(C=NNC2=CC=CC=C2)C=C1,,,,,,,0.0,,,
COC1=C(OC)C=C(C2=NN(C(C)C)C3=NC=NC(N)=C23)C=C1,,,,,,,,,0.0,
COC1=CC2=C(C=C1)NN=C2C(=O)NCC1CCN(CCCN(C)C)CC1,,,,,0.0,,,,,
CCS(=O)(=O)C1=CC(NC2=NC=C(C3=CC=CC(C4=CC=CC=N4)=C3)O2)=C(OC)C=C1,,,,,,,,,,
CC(C)COC1=CC=CC2=C1N(CC(C)C)C1=C(C3=C[C@@]4(O)CC/C=C\CCCCN5CCC3[C@]3(C[C@@H]6/C=C\CCCCN6[C@@H]43)C5)N=CC=C21,,,,,0.0,,,,,
CC1=NN2N=C(C3=CC=C(F)C=C3)C(C3=NC(NC4=CC5=C(C=C4)OCCO5)=NC=C3)=C2C=C1,0.0,,,,1.0,,,,,
CS(=O)(=O)NC1=CC=C(CCNC(=O)C2=C3N=C(C4=C(Cl)C=C(Cl)C=C4)NC3=C(O)C=C2)C=C1,,,,,1.0,,,,,
C[C@@H](NC(=O)CCCCCC(=O)NC1=CC=CC(NC2=NC=CC(NC3=NNC(C4CC4)=C3)=N2)=C1)C1=CC=CO1,,,,,,,,,0.0,
CC1=CN=CC=C1C(=O)NC1=CC=CC(C(=O)C2=CC=C3C(/C=C/C4=CC=CC=N4)=NNC3=C2)=C1,,,,,,,0.0,,,
CC(=O)NC1=C(C)C=C(C)C(C(=O)C2=CC3=C(C=C2)C(C=CC2=CC=CC=N2)=NN3)=C1,,,,,,,0.0,,,
COC1=CC(C2=C(C)C(C3=CC=C(N4CCNCC4)C=C3)=CN=C2)=CC(OC)=C1OC,,,,,,,,,1.0,
O=C1NC2=CC=CC=C2/C1=C1/S/C(=N/N=C2/C(=O)NC3=CC=CC=C23)N(C2=CC=C(O)C=C2)C1=O,,,,,1.0,,,,,
COC1=CC=CC(N2N=CC3=C(NN=C(C)C4=CC=NC=C4)N=CN=C32)=C1,,,,,1.0,,,,,
CC1=C(C(=O)C2=CN(C3=CC=C(Cl)C=C3)N=C2C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(C2=CC=CC=C2)N1,,,,,,,0.0,,0.0,
CC(=O)NC1=CN=C2C=CN(C3=NC4=C(C#N)C=NN4C(NC4CC4)=C3)C2=C1,0.0,,,,0.0,,,,,
COCCNS(=O)(=O)C1=CC=C(NC2=NC=CC(C3=CN=C4C=CC(SC5=CC=CC=C5)=CN34)=N2)C=C1,1.0,,,,,,,,,
COC1=CC(C2=CC(=O)C3=C(C=CC(O)=C3)O2)=CC(OC)=C1O,,,,,,,,,,
CC(C)(O)C1CNCC1NC1=NC(C2=C(O)C=CC(C3=CC=NN3)=C2)=NC2=CC=CC=C12,,,,,0.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)C2=CC3=C(C=C2)C(N2CCN(C(=O)OC(C)(C)C)CC2)CC3)C=C1,,,,,,,,,0.0,
C=CC(=O)NC1=CC=CC(C2=C3C4=C(CC(C(C)(C)O)CC4)NC3=C(C(N)=O)C=C2)=C1C,,,,,,,1.0,,,
CC1=C([N+](=O)[O-])C=C(N2C=C(COC3=CC=CC4=CN=C(NC5=CC(Cl)=CC=C5)N=C34)N=N2)C=C1,,,,,0.0,,,,,
CCNC(=O)NC1COC2C(NC3=NC=CC(C4=CC=C(OC)C=C4)=N3)COC12,,,,,1.0,,,,,
CC1=C(C(=O)NC(CSC2=CC=CC=C2)C(O)CN2CC3CCCCC3CC2C(=O)NC(C)(C)C)C=CC=C1O,,,,,,,0.0,,,
COC1=CC=C(NC(=O)NC2=CN=C(NC3=CC(OC)=CC(OC)=C3)N=C2OC2=C(OC)C=C(C)C=C2)C=C1,,,,,,,0.0,,,
CCCN(C(=O)NC1=CC(F)=CC=C1)C1CCC2=C(C1)SC(NCC1=CC=C(C(=O)OC)C=C1)=N2,,,,,0.0,,,,,
CN1CCC(N2C=NC(C3=CC=C(F)C=C3)=C2C2=NC(NCCO)=NC=C2)CC1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(N4CCN(CCF)CC4)C=N3)N=C2N1C1CCCC1,0.0,,,,,,,,,
COC1=CC2=C(C(OC)=C1O)C1=C(C3=CC=CC=C3)C(OCC3=CC=CC=C3)=CN=C1O2,,,,,0.0,,,,,
CCN1C=NC2=C(N)N=C(N(C3=CC(Cl)=CC=C3)C3CCCCC3N)N=C21,,,,,,,,,,
COCCOC1=CC2=C(N3N=C(C4=CC=CC=N4)N=C3N)N=CN=C2C=C1OC,,,,,,,,,,
O=C1NCC2(CCCCC2)N2C1=CC1=CN=C(NC3=NC=C(N4CCC(N5CCCCC5)CC4)C=C3)N=C12,0.0,,,,,,,,,
COC1=C(C2=CC3=C(CCNC3=O)N2)C=C(COC2=CC(F)=C(F)C=C2C)N=C1,,,,,0.0,,,,,
O=C(NC1=CC=C(OC(F)(F)Cl)C=C1)C1=CN=C(N2CC(O)C2)C(C2=C(F)C=NN2)=C1,,,,,,,,,1.0,
COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=NC4=C(C=C(C(=O)NC5=C(C)C=CC=C5C)C=C4)S3)C2=C1,,,,,,,,,0.0,
CC(C)(NC(=O)CCC1=CC(P(=O)(O)O)=C(OCC(=O)O)C=C1)C1=CC(C(N)=O)=C(OCC2CCCCC2)C=C1,,,,,,,,0.0,,
CC1=CC(C)=CC(N=C2NC(=O)C(=CC3=CC=C(C4=CC(Cl)=CC=C4)O3)S2)=C1,,,0.0,,,,,,,
C/C(CC1=CC=CC=C1)=N\NC1=NN=C2C(=N1)NC1=CC=CC=C12,0.0,,,,,,,,,
COC1=C(NC(=O)OC(C)(C)C)C=CC(C2=NN(CCN3CCC(N4CCCCC4)CC3)C3=NC=NC(N)=C23)=C1,,,,,,,,,1.0,
CC1=CSC(C2=CC3=C(C(NC4=CC=C(OC5CCN(C)CC5)C=C4)=N2)C(=O)NC=C3)=N1,,,,,,,,1.0,,
CN(C)C(=O)C1=CC2=CN=C(NC3=NC=C(C4CCN(CCO)CC4)C=C3)N=C2N1C1CCCC1,0.0,,,,,,,,,
ClC1=CC=C(C(Cl)CN2N=CC3=C(NCC4=CC(Cl)=CC=C4)N=CN=C32)C=C1,,,,,,,,,1.0,
CCOC(=O)CN1CCC(CNC(=O)C2=NNC3=C2C=C(Br)C=C3)CC1,,,,,1.0,,,,,
COC1=CC=C2C(=C1)N=C(C(=O)O)C1=C2NC2=C(Br)C=CC=C21,0.0,,,,,,,,,
NC(=O)C1=C2NC3=C(C=C(OCC4=CN=CC=C4)C=C3)CCN2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,,,,,,,1.0,,,
COC1=CC(OC2=CC=CC=C2)=CC=C1C1=C2C(N)=NC=CN2C([C@H]2C[C@@](C)(O)C2)=N1,,,,,,,1.0,,,
O=C(NC1CCC1)C1=CC=CC=C1SC1=CC2=C(C=C1)C(C=CC1=CC=CC=N1)=NN2,,,,,,,0.0,,,
CN(C)C(=O)CN1CCC(N2C=C(C3=CC(O)=CC=C3)C3=C(N)N=CN=C32)CC1,,,,,,,1.0,,,
CCC1=CC2=C(NN=CC3=CC=CS3)N=CN=C2S1,,,,,,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)C2=CC=C(N=NN(C)CO)C=C2)C=C1,,,,,,,,,0.0,
CCCCC/N=C1\N=C(C2=CC=C(OC)C=C2)N(C2=CC=CC=C2)S1,,,,,1.0,,,,,
COC1=NC=NC(N2C(NC3=C(C)C=CC(NC(=O)C4=CC(C(F)(F)F)=CC=C4)=C3)=NC3=CC=CC=C32)=C1,,,,,,,0.0,,,
CNC(=O)C1=CC(OC2=CC=C(NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,,,,,,,,,,
C1=CC=C(OC2=NC=NC3=C2N=CN3)C=C1,,,,,0.0,,0.0,,,
COC1=CC2=NC=CC(OC3=CC4=C(C=C3)N(C(=O)NC3=CC=CC=C3)CCO4)=C2C=C1OC,,,,,,,1.0,,,
COC1=CC=CC(CCC(=O)NC2=NC=CC(C3=C(C4=CC=C(F)C=C4)NC(SC)=N3)=C2)=C1,,,,,1.0,,,,,
COC1=CC=C(C(=O)NC2=CC=C(NC(=O)C3=CC=CC=N3)C=C2)C=C1C1=CNC(=O)NC1=O,0.0,,,,,,,,,
O=C(NC1=CC(C2=CC=C3C=CC=NC3=C2)=CC=N1)C1CC1,,,,,1.0,,,,,
COC1=CC(NC2=C(C(N)=O)C3=NC=CN3C(NCC3=CC=C(CC(=O)OC(C)(C)C)C=C3)=N2)=CC(OC)=C1,,,,,,,,0.0,,
NS(=O)(=O)C1=CC=C(Br)C=C1,0.0,,,,,,,,,
CC1=C(Br)C(=O)N(C2CCCC2)C2=NC(NC3=CC=C(N4CCNCC4)C=C3)=NC=C12,1.0,,,,,,,,,
CN1C(N2CCN[C@@H](C3=CC=C(Cl)C=C3)C2)=NC(C2=CC=NC=N2)=CC1=O,,,,,1.0,,,,,
O=C1C=C(N2CCNCC2)OC2=C1C=CC=C2C1=CC=CC=C1,,,,,,,,,,
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=CC(C2=CN=CN=C2)=C(Cl)C=C1,,,,,,,,,1.0,
CNC1=CC=CC(C2=NC(NCC3=C(F)C=CC=C3Cl)=NN2)=C1,,,,,,,1.0,,,
CC1=C(NC(=O)C2=C3C=CC=CN3N=C2)C=CC(NC(=O)C2=NN(C3CCN(C(=O)NC(C)(C)C)CC3)C3=CC=CC=C23)=C1,,,,,,,1.0,1.0,,
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=CN=C(N2CCOCC2)C(C2=NC=CN=C2)=C1,,,,,,,,,1.0,
CC1=NN2N=CC(C3=CC=NC(NC4=CC=C(C(F)(F)F)C=C4)=N3)=C2C=C1,1.0,,,,1.0,,,,,
CC1=CC2=C(C3=CC=C(S(=O)(=O)N(C)CCO)C=C3)C=CN=C2N1,,,,,0.0,,,,,
CC(=O)NC(CC1=CC=C(OP(=O)(O)O)C=C1)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(C)C)C(N)=O)C(C)C,,,,,,,,0.0,,
CC1=C(NC(=O)N(C)C2=NC=NC(NC3=CC=C(N4CCOCC4)C=C3)=C2)C=C(O)C=C1,,,,,,,1.0,,,
CCOC(=O)C1=C(CN2CCOCC2)NC(C2=NC=CS2)=NC1C1=C(Br)C=C(F)C=C1,,,,,,,,0.0,0.0,
CC1=CC=C2NN=CC2=C1NC1=CC=NC(NC2=CC=CC(C(N)=O)=C2)=N1,,,,,,,,,,1.0
COC1=CC(OC)=CC(NC2=C(C(N)=O)C3=NN=C(C4=CC=CC=C4)N3C(NC3CCCCC3N)=N2)=C1,,,,,,,,0.0,,
CC1=C(C2=NC=C3C=C(NC(=O)C4CC4F)N=CC3=C2)C=C(C(=O)NC2(C)COC2)C=C1,,,,,,,,,1.0,
CC(C)(C)C1=CC2=C(C(N)=NN2)C(=O)N1,,,,,0.0,,0.0,,0.0,
CC1=CN=C(NC2=CC=CC3=C2CCCC3)N=C1C1=CNC(C(=O)NC(CO)C2=CC(Cl)=CC=C2)=C1,1.0,,,,,,,,,
CN1C=C(C2=CN=C3C=CC(NC(=O)NCCC4=CC=CC=C4)=NC3=C2)C=N1,,,,,,,,,0.0,
CC1(C)C2=C(C=CC(C3CCN(C4COC4)CC3)=C2)C(=O)C2=C1NC1=C2C=CC(C#N)=C1,,,,,,,,,1.0,
C[C@H](CO)CC1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
CC1=C(N2C=NC(OCC3=C(F)C=C(F)C=C3)=C(Cl)C2=O)C=C(C(=O)NCCO)C=C1,0.0,,,,,,,0.0,,
COC1=NN2N=CC(C3=NC(NC4=CC=C([N+](=O)[O-])C=C4)=NC=C3)=C2C=C1,1.0,,,,1.0,,,,,
COC1=CC=C(/C(=C\C2=CN(C(C)=O)C3=CC=C(OCC4=CC=CC=C4)C=C23)C(=O)O)C=C1,,,,,0.0,,,,,
COC1=C(O)C=CC(C=C2SC(=O)NC2=O)=C1,,,,,0.0,,,,,
CCN(C)C(=O)C1=CC2=C(C=C1)C(C(=NC1=CC=C(CN3CCCCC3)C=C1)C1=CC=CC=C1)=C(O)N2,,,,,,,,,,
CC(C)(C)N1N=CC2=C(NC3=CC=C(OC(F)(F)F)C=C3)N=CN=C21,,,,,,0.0,,,,
O=C(NC1=CC=C(N2CCNCC2)C=C1)C1=C(NC2=C3C=CSC3=NC(C3CC3)=N2)C=NN1,,,,,,,,,,
NCCCCC(NC(=O)CCCCCNC(=O)C1=CC=C(C2=NC(N)=NC=C2)S1)C(=O)NCCCCCC(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(N)=O,,,0.0,,0.0,,,,,
O=C(NC1=CC2=CC=C(C3=CN=CC=C3C(F)(F)F)C=C2C=N1)C1CC1,,,,,,,,,1.0,
CCN(CC)CCNC1=CC(C2=CC=CN2)=C2C(=O)NC3=C2C1=C(F)C=C3,1.0,,,,,,,,,
OC1=CC=C(NC2=NC3=C(NC=N3)C(OCC3CCCCC3)=N2)C=C1,0.0,,,,,,,,,
CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(=O)NC2=CC(NC3=NC=CC(C4=CN=CC=C4)=N3)=C(C)C=C2)C=C1,,,,,,1.0,,,,
COC1=CC=C(NC2=NN=C(CN3C(C)=NC4=CC=CC=C43)S2)C=C1,,,,,1.0,,,,,
CCOC(=O)C1=CC=C(NC(=O)NC2=NC3=C(CC(N4C(=O)C5=CC=CC=C5C4=O)CC3)S2)C=C1,,,,,0.0,,,,,
CC1=C(NC2=NC(N3C=NC4=CC=CC=C43)=NC(CC3CCN(C)CC3)=C2)C=C(O)C=C1,,,,,,,1.0,,,
NC1=C(NCC2=CC(NC(=O)C3CC3)=NC=C2)C=C(C2=CC=CC=C2)C=N1,,,,,0.0,,,,,
CCOCCN1CCN(C2=CN=C(NC3=NC=C4C=C5C(=O)NCC6(CCCC6)N5C4=N3)C=C2)CC1,1.0,,,,,,,,,
O=C(CC1=CC(Br)=CC=C1)NC1=NNC2=C1C=C(N1CCCS1(=O)=O)C=C2,1.0,,,,,,,,,
FC1=CC=CC(CCC2=NN=C(C3=CC4=C(C=C3)OCC4)O2)=C1,,,,,1.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)C2=CC=C(N(CCCl)CCCl)C=C2)C=C1,,,,,,,,,1.0,
COC1=C(C2=C3C=C(C4=CCN(CC(O)CO)CC4)NC3=NC=C2)C=C(F)C=C1,0.0,,,,,,,,,
CC1=CC(CN2CCN(C)CC2)=CC(NC(=O)C2=CC=CC(C#CC3=CN=C4C=NC(C5=CC=C(N)C=C5)=CN34)=C2C)=C1,,,,,,,,,0.0,
COC1=C(OC)C=C2C(=C1)N=C(NC1=C(C)C=CC=C1C)C1=CN=CN12,,,,,,,1.0,,,
COC1=C(N2CCN(C)CC2)C=CC(NC2=NC=C3C(=O)N(C4=C(C)C=CC=C4C)C4=NC5=CC=CC=C5N4C3=N2)=C1,,,,,,,1.0,,,
COC1=C(NC(=O)C2=CC3=C(C=CC(C(N)=O)=C3)N2C)C=CC(C2=NN(C3CCN(C4CCOCC4)CC3)C3=NC=NC(N)=C23)=C1,,,,,,,0.0,,,
CC1=CC(N(C)C2=NC=NC(NC3=CC=CC(C(=O)NCC4=CC=NC=C4)=C3)=C2)=CC=C1,0.0,,,,,,0.0,0.0,,
CC1=CC=C(C2=CC=C3OC=C(C4=CC=CC([S+](C)[O-])=C4)C3=C2)O1,,,,,1.0,,,,,
O=C(C1=CC=C2NC(=O)NC2=C1)N1CCC2=C(C1)C(C1=CC=CC=C1)=NN2,,,,,,,,0.0,,
ClC1=CC(C2=CNC3=NC=CC=C23)=CC(NC2CCCCC2)=N1,,,,,1.0,,,,,
CN1C=C(C2=C(C3=NN=C4C=CC=CN34)C(=O)NC2=O)C2=CC=C(F)C=C21,,,,,1.0,,,,,
C[C@H](CN(C)C)OC1=NC(NC2=CC3=CC=CC(Cl)=C3C=N2)=CN=C1C#N,0.0,,,,0.0,,0.0,,0.0,
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=NC2=CC=CC=C2N1CCC1=CC=NC=C1,,,,,,,,,,
CC=CC(=O)NC1=CC=CC(C(=O)C2=CC3=C(C=C2)C(C=CC2=CC=CC=N2)=NN3)=C1,,,,,,,0.0,,,
N#CC(=CC1=CC(O)=C(O)C=C1)C(N)=O,,,,,,,0.0,,,
O=C1NC(=O)C(C2=CC=CC=C2)=C1NC1=CC=C(C(=O)NC2=CC=CC=C2)C=C1,,,,,1.0,,,,,
NC1(C(F)(F)F)CCN(C2=NC=C(C(=O)NC3=CC=C(OC(F)(F)Cl)C=C3)C=C2C2=CN=CN=C2)C1,,,,,,,,,1.0,
CC(C)OC1=CC(C2=CN=C(N)C(C(=O)NC3=CN=CC=C3N3CCCC(C(=O)O)C3)=N2)=C(F)C=C1,,,,,1.0,,,,,
CCS(=O)(=O)NC1=CC=C(CCNC(=O)C2=CC=NC3=C2N=C(C2=CSC=C2)N3)C=C1,,,,,1.0,,,,,
O=C(NC1=CC2=CC=C(C3=CC=NN=C3)C=C2C=N1)C1CC1,,,,,,,,,1.0,
O=C1C(=CC2=CC(O)=C(O)C=C2)OC2=CC=CC=C12,,,,,0.0,,,,,
O=C1NN(C2=CC=CC=C2)C(=O)C1=CC1=CC=C(C2=CC=CC=C2)O1,,,,,,,,0.0,,
O=C1NC(C=CC2=CC([N+](=O)[O-])=CC=C2)=NC2=CC=CC=C12,,,,,,,0.0,,0.0,
CN(C)C1=CC=C(C2=NC(NC3COC4C(NC(=O)NC5=CC=CC(C(F)(F)F)=C5)COC34)=NC=C2)C=C1,,,,,0.0,,,,,
CNC1=NC=C2C=C(C3=C(C)C=CC(C(=O)NC4=CC=CC(C(F)(F)F)=C4)=C3)C=CC2=N1,,,,,,,1.0,,,
S=C1NN2C(COC3=CC=C(Cl)C=C3)=NN=C2S1,1.0,,,,,,,,,
N#CC1=CN2N=C(C3=CC=C(F)C=C3)C(C3=NC(NC4CC4)=NC=C3)=C2C=C1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CCN1C(C2=NON=C2N)=NC2=C(C#CC(C)(C)O)N=C(OC[C@@H](N)C3=CC=CC=C3)C=C21,,,,,0.0,,,,,
O=C(NC1=CC(Cl)=C(C(F)(F)F)C=C1)C1=NSC=C1NCC1=CC=NC=C1,0.0,,,,0.0,,,,,
CN1C=NC(NCC2=CC=NC=C2)=C1C1=NN=C(NC2=CC=C(Cl)C(Cl)=C2)O1,0.0,,,,0.0,,,,,
CC1=CN2C(C3=CNN=C3)=CN=C2C(NC2=C(Cl)C=C(C(=O)N3CCNCC3)C=C2)=N1,,,,,,,0.0,,,
CC1=CC=C(C2=CC=C3C(NC(=O)CCC(=O)O)=NNC3=C2)C=C1,,,,,0.0,,,,,
CC1=CC=C(F)C=C1C1=CC=C2C=C(NC(=O)N3CCN(C)CC3)N=CC2=C1,,,,,,,,,1.0,
O[C@H]1CC[C@H](NC2=NC=CC(N3N=NC4=CC=CC=C43)=N2)CC1,,,,,,,,0.0,0.0,
COC1=CC(NC2=C(C(N)=O)C3=NC(C4=CC=CC=C4)=CN3C(N[C@H]3CCCC[C@H]3N)=N2)=CC(OC)=C1,,,,,,,,1.0,,
CC1=C(NC2=NC3=C(C=CC(N4CC(C)NC(C)C4)=C3)N3C=NC=C23)C(Cl)=CC=C1,,,,,,,1.0,,,
CN1N=CC(Cl)=C1C1=C(Cl)SC(C(=O)NC(CN)CC2=CC(F)=CC=C2)=C1,,,,,,,,,,
COC1=CC(/C=C2\SC(=O)NC2=O)=CC=C1O,,,,,0.0,,,,,
CCS(=O)(=O)NC1=CC=C(CCNC(=O)C2=CC=NC3=C2N=C(C2=COC=C2)N3)C=C1,,,,,1.0,,,,,
O=C(NC1=CC2=NC=C(C3=CC(F)=CC=C3Cl)C=C2C=N1)C1CC1,,,,,,,,,1.0,
COC1=CC(OC)=C(N(C(=O)OC2=C(C)C=CC=C2C)C2=NC(NC3=CC(F)=C(OCCCN4CCCCC4)C=C3)=NC=C2)C=C1,,,,,,,1.0,,,
CC1=C(C(=O)N2CCN(C(=O)CN)CC2)C=C(SC2=CN=C(NC3=NC(Br)=CC=C3)S2)C=C1,1.0,,,,,,,,,
O=C(O)C1=NC2=CC=CC=C2C2=C1C1=CC=CC(Br)=C1N2,0.0,,,,,,,,,
CC1=CC=NC=C1NC(=O)C1=CC=NC2=C1N=C(N1CCC(C3=CC=CC=C3)C1)N2,,,,,1.0,,,,,
CN(C1=C(C2=CC=CC=C2)C(=O)NC1=O)C1=CC=CC=C1,,,0.0,,0.0,,,,,
CN(C)C(=O)C1=CC2=CN=C(NC3=NC=C(CN4CC(O)C4)C=C3)N=C2N1C1CCCC1,0.0,,,,,,,,,
CCCNC1=CC(N2N=CC3=C(NN=CC4=CC=NC=C4)N=CN=C32)=CC=C1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CC1=CC(=O)NN=C1C1=C(Cl)C=C(NC(=O)C2=NN(C3CCN(C(=O)NC(C)(C)C)CC3)C3=CC=CC=C23)C=C1,,,,,,,0.0,0.0,,
CC1COC2=C3C(=C(N)C(F)=C2NCCCC2=CC=CC=C2)C(=O)C(C#N)=CN31,,,,,1.0,,,,,
CNC(=O)C1=C(OCCC2=CN(CCNC3=C4CCCCC4=NC4=CC=CC=C34)N=N2)N=C(C2=CC(NC(=O)C3CC3)=NC=C2)S1,,,,,1.0,,,,,
CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1,0.0,,0.0,,0.0,,0.0,,0.0,
OC1=NN=C(C2=CNC(C3=CC=CC=C3)=C2C2=CC=CC=C2)C2=CN(C3=CC=C(Cl)C=C3)N=C12,,,,,,,0.0,,0.0,
COC1=C(Cl)C=C(Cl)C(NC2=C(C#N)C=NC3=CC(C4=COC(CN(C)C)=C4)=C(OC)C=C23)=C1,,,,,,,,,1.0,
NS(=O)(=O)C1=CC=C(N=CC2=C(O)NC3=C2C2=C(C=C3)N=CS2)C=C1,1.0,,0.0,,0.0,,0.0,0.0,0.0,
NC(=O)C1=NC=C(C2=CC(NC(=O)C3CC3)=NC=C2)N=C1,,,,,1.0,,,,,
COC1=CC=C(CNC(=O)NC2=NC3=C(C=C(C(=O)CBr)C=C3)N2)C=C1,,,,,1.0,,,,,
NC(N)=NC1=CC=C(C(=O)C2=CC=CC(N=C(N)N)=C2)C=C1,,,,,0.0,,,,,
CNC1=NC=C2C=C(C3=C(C)C=CC(C(=O)NC4=CC(C(F)(F)F)=CC=C4NC(=O)NCCN4CCOCC4)=C3)C=CC2=N1,,,,,,,1.0,,,
CN(C1=NC(NC2=CC=C(C(N)=O)C=C2)=NC=C1)C1CCCCC1,,,,,,,1.0,,,
NC(=O)C1=C(N)N(C2=CC=CC(NC(=O)C3=CC=CC(C(F)(F)F)=C3)=C2)C2=NC3=CC=CC=C3N=C12,,,,,,,,,,
CCN(CCO)CCCOC1=CC=C2C(NC3=NNC(CC(=O)NC4=CC=CC(F)=C4)=C3)=NC=NC2=C1,0.0,,0.0,,0.0,,1.0,0.0,0.0,
CC1=NN(C)C(C(=O)NC2=CC(OC3=NN4C=C(NC(=O)C5CC5)N=C4C=C3)=CC=C2C)=C1,0.0,,0.0,,0.0,,0.0,,1.0,
CC(C)(N)CNC1=CC(C2=CC=CN2)=C2C(=O)NC3=C2C1=C(F)C=C3,1.0,,,,,,,,,
