smiles,CDK2_9606,GSK3B_10090,GSK3A_9606,GSK3B_10116,GSK3B_9606,ABL1_10090,LCK_9606,ZAP70_9606,ABL1_9606,LCK_10090
CN1C=C(C2=CC=C(CC3=NNC4=CC=C(C(=O)N5CC[C@@H](O)C5)C=C34)C=C2)C=N1,,,0.0,,0.0,,0.0,0.0,0.0,
COC1=C(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)C=CC(N2CCC(N3CCN(C)CC3)CC2)=C1,0.0,,0.0,,0.0,,1.0,0.0,1.0,
CC1=C(C2=NC(NC3=CC=C(F)C=C3)=NC=C2)C(C)=C(Br)N1,1.0,,,,,,,,,
O=C1NC(=O)C(C2=NN(CCCN3CCCC3)C3=CC=CC=C23)=C1C1=CN(C2=CC3=CC=CC=C3C=C2)C2=CC=CC=C12,,,,,0.0,,,,,
O=C1NC(=O)C(C2=CC=CC=C2Cl)=C1NC1=CC(Cl)=CC=C1,,,0.0,,1.0,,,,,
COC1=CC(C2=NN(CCN3CCC(N(C)C)CC3)C3=NC=NC(N)=C23)=CC=C1NC(=O)OC(C)(C)C,,,,,,,,,1.0,
CNC(=O)NC1=CC=C(C2=NC=CC(C3=NC(NC4=CC(S(=O)(=O)NC)=C(C)C=C4)=NC=C3)=C2)C=C1,1.0,,,,,,,,,
NC(=O)C1=CC(C2=CC=C(F)C=C2)=CC(C2=CC=NC=C2)=C1N,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CC1=CN(C2=CC(F)=CC(NC(=O)C3=CC(NC4=NC=CC(C5=CN=CC=C5)=N4)=C(C)C=C3)=C2)C=N1,,,,,,,0.0,,1.0,
CC1=NC(C)=C(C2=NC(NC3=CC=C(C(F)(F)F)C=C3)=NC=C2)S1,1.0,,,,,,,,,
CC(C)N1N=C(C2=CC3=C(C=C2)N=CC=C3)C2=C(N)N=CN=C21,,,0.0,,0.0,,,0.0,1.0,
CC1=C(NC2=NC=CC(C3=CN=CN=C3)=N2)C=C(NC(=O)C2=CC3=C(C=C2)C(N2CCN(C)CC2)CC3)C=C1,,,,,,,,,1.0,
CO[C@H]1CC[C@H](NC(=O)C2=NNC=C2NC(=O)C2=CC=C(C3=CC=CC=C3)O2)CC1,0.0,,,,0.0,,,,,
COC1=CC=C(C)C(NC2=CC=NC(N3C=NC4=CC=CC=C43)=N2)=C1,,,,,,,0.0,,,
CC(C)(C)OC1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
CN(C1=CC=CC=C1)C1=NC=CC(C2=C3C=CC=NN3N=C2)=N1,0.0,,,,0.0,,,,,
CSC1=CC(C2=CC=CC=C2)=NC2=C1C(N)=NN2,,,,,0.0,,,,,
COC1=CC=C(N(C(=O)OC2=C(C)C=CC=C2C)C2=CC=NC(NC3=CC=C(N4CCN(C)CC4)C=C3)=N2)C(OC)=C1,,,,,,,1.0,,,
CN1CCN(C2=CC=C(NC3=NC(N)=C(C(=O)C4=CC5=C(C=C4)OCCO5)S3)C=C2)CC1,,,,,,,0.0,,0.0,
NS(=O)(=O)C1=CC=CC(N=CC2=C(O)NC3=CC=CC=C23)=C1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
CC1=C(C#CC2=CC3=C(C)NN=C3N=C2)C=C(C(=O)NC2=CC(C(F)(F)F)=C(CN3CCN(C)CC3)C=C2)C=C1,,,,,,,,,1.0,
CC1=CC(C)=C(NC(=O)C2=C(C)N=C(NC(=O)OCC3=CC=CC=C3)S2)C(C)=C1,,,,,,,,,,0.0
FC(F)(F)C1=CC=C(NC2=NN=C(C3=CN=CC=C3CCC3=CC=NC=C3)O2)C=C1,,,,,,,,,,
COC1=CC(F)=CC=C1C1=CNC(=O)C2=C1SC(C1=CC=NC=C1)=C2,,,,,1.0,,,,,
COC(=O)C1=CC2=CC(NCC3=C(Cl)C=CC=C3Cl)=CN=C2N1,,,,,,,,,1.0,
CN1CCC(C2=C(O)C=C(O)C3=C2OC(SC(C)(C)C)=CC3=O)C(O)C1,0.0,,,,,,,,,
O=C(O)C1=CC=C2C3=C1C=CC=C3C(=O)N1C3=CC=CC=C3N=C21,,,0.0,,0.0,,,,,
NS(=O)(=O)C1=CC=C(NC2=NC(N3CCOCC3)=NC3=C2NC=N3)C=C1,,,,,,,,,0.0,
CCN(CC)CCOC1=CC=C(NC2=CC(N(C)C(=O)NC3=C(C)C=CC(NC(=O)C4=CC5=CC=CC=C5N4C)=C3)=NC=N2)C=C1,,,,,,,1.0,,,
NC(=O)C1=C(OCCC2=CN(C3=C4CCCCC4=NC4=CC=CC=C34)N=N2)N=C(C2=CC(NC(=O)C3CC3)=NC=C2)S1,,,,,1.0,,,,,
O=C1NC(O)=C2C1=C1C3=C(C=CC(Cl)=C3)N=C1C1=CC=CN12,,,,,,,,,,
CN1C=C(C2=C(C3=COC4=CC=C(F)C=C34)C(=O)NC2=O)C2=CC3=C(C=C21)OCO3,,,,,1.0,,,,,
CC1=CC=CC=C1C1=CC(C(=O)N2CCC3=C(C2)NC2=CC=CC=C32)=CC=C1,0.0,,,,,,,,,
COC1=CN2N=CC(C(=O)NC3=C(Cl)C=C(NC(=O)C4=NN(C5CCN(C(=O)CC(C)(C)C#N)CC5)C5=CC=C(F)C=C45)C=C3)=C2C=C1,,,,,,,1.0,1.0,,
O=C(CN1CCOCC1)NC1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OC2=CC=CC(C(F)(F)F)=C2)C=C1,,,,,,,,,0.0,
CC1=C(C2=NC(NC3=CC=C(N4CCOCC4)C=C3)=C3C(=O)NC=CC3=C2)C=NC=C1,,,,,,,,1.0,,
O=C1NC=C(C2=CC=C3OCCOC3=C2)C2=C1C=C(C1=CC=NC=C1)S2,,,,,1.0,,,,,
NC1=CC=C(C2=CC(=O)C3=C(O2)C(N)=C(O)C=C3)C=C1,,,,,,,0.0,,,
COCC1OC(=O)C(=CN(C)CCCN(C)C)C2=C(O)C(=O)C3=C(C(OC(C)=O)CC4(C)C(O)CCC34)C21C,,,,,,,0.0,,,
CC1=CC(NC2=NC=CC3=C2NC(C2=C(Cl)C=C(C#N)C=C2Cl)=N3)=NC=N1,1.0,,,,,,,,,
CC(C)C1=C(C2=CC=C(Cl)C=C2)NC2=NC=CN=C12,,,,,1.0,,,,,
CN1C(=O)C2=C(C=CC3=C2N=C(NC2=C(Cl)C=CC=C2Cl)N3)C(C)(C)C1=O,,,,,,,0.0,,,
FC(F)(F)C1=CC=C(C2=NN3N=CC=CC3=C2C2=CC=NC(NC3=CC=CC(C(F)(F)F)=C3)=N2)C=C1,0.0,,,,0.0,,,,,
CCCCC1=C(C2=CC=C(Cl)C=C2)NC2=NC=CN=C12,,,,,0.0,,,,,
CC(C)NC1=C(C#N)C=NC2=CC(C3=CC=C(S(C)(=O)=O)C=C3)=CC=C12,,,,,0.0,,0.0,,0.0,
NC1=NC=NC2=C1C(C1=CC=C(OC3=CC=CC=C3)C=C1)=CN2C1CCOC1,,,,,,,1.0,,,
CN1C=C(C2=NC(C3=CN(C)C4=C3C=CC=N4)=CS2)C2=C1C=CC(F)=C2,,,,,0.0,,,,,
CS(=O)C1=CC=C(C2=NC(C3=CC=C(F)C=C3)=C(C3=CC=NC=C3)N2)C=C1,0.0,,0.0,,0.0,,0.0,0.0,0.0,
C=CCNC(=O)NC1=CN=CC2=NC(C3=CC=CC=C3)=CN=C12,,,,,,,,,0.0,
N[C@H]1CCCC[C@H]1NC1=CC2=C(C(NC3=CC=CC4=C3NC=C4)=N1)C(=O)NC=N2,,,,,,,,1.0,,
CC(=O)CC1(O)C2=CC=CC=C2[N+]2=CC=C3C(=C21)NC1=CC=CC=C13,,,,,,,0.0,,,
O=C(NC1=C(C2=NC3=C(C=C(CN4CCOCC4)C=C3)N2)NN=C1)C1=CC=CC=C1,1.0,,,,,,,,,
CC1=NC(C2=CC3=CN=C(NC(=O)C4CC4)C=C3C=C2)=CS1,,,,,,,,,1.0,
C=CCNC(=O)NC1=C2N=CC(C3=CC=CC=C3)=NC2=CN=C1,,,,,,,,,0.0,
COC1=C(NC(=O)C2=C(F)C=C(C(F)(F)F)C=C2)C=CC(C2=NN(C3CCN(C4CCN(C)CC4)CC3)C3=NC=NC(N)=C23)=C1,,,,,,,1.0,,,
COC1=CC=CC=C1C(=O)NC1=CC=CC(C2=NC3=C(NC4=CC=CC=C4)N=CN=C3N2)=C1,,,,,,,,,0.0,
CC1=C(C2=C(F)C=C(C(N)=O)C3=C2C2=C(CC(C(C)(C)O)CC2)N3)C=CC=C1N1C(=O)C2=C(C(F)=CC=C2)N(C)C1=O,,,,,,,1.0,,,
COC1=CC=CC(N=NC2=C(C3=C(OC)C=CN=C3)NNC2=O)=C1,,,,,1.0,,,,,
OC1CCC(NC2=NC=C(Cl)C(NC34CC5CC(CC(O)(C5)C3)C4)=N2)CC1,,,1.0,,1.0,,,,,
CC1=CC=NC([C@@H](C)O)=C1C1=CC=C2C=C(NC(=O)C3C[C@@H]3F)N=CC2=C1,,,,,,,,,1.0,
CNC(=O)C1=CC(OC2=CC=C3OC(NC4=CC=C(Cl)C(OC[C@@H]5CCCN5C)=C4)=NC3=C2)=CC=N1,,,,,0.0,,0.0,0.0,,
COC1=CC2=C(C=C1)N(CCCN1C=CN=C1)C=C2C1=C(N2C=CC3=C2C=CC=N3)C(=O)NC1=O,,,,,1.0,,,,,
ClC(CN1N=CC2=C(NCCC3=CC=CC=C3)N=C(SCCN3CCOCC3)N=C21)C1=CC=CC=C1,,,,,,,,,1.0,
O=C(NC1=CC(F)=C(OC(F)(F)F)C=C1)C1=CC=CC(C2=CN=CN=C2)=C1,,,,,,,,,1.0,
O=C1NC2=CC=C([N+](=O)[O-])C=C2C1=CC1=CC=CC=N1,,,,,0.0,,,,,
COCC(=O)N1CCCC(C2=NC(C3=C(F)C=C(C(=O)NC4=NC=CC(C(F)(F)F)=C4)C=C3)=C3C(N)=NC=CN23)C1,,,,,,,1.0,,,
CC1(C)CCC2=C(C1)NN=C2C(=O)NC1=CN([C@H](C2=CC=CC=C2)C2CCCCS2(=O)=O)N=C1,,,,,,,1.0,,,
CC1=C(C2=CC3=CN=C(NC4=NC=CC(CO)=C4)C=C3C=C2)C=C(F)C=C1,,,,,,,,,1.0,
CCS(=O)(CC1=CC(NC2=NC=C(F)C(C3=C(OC)C=C(F)C=C3)=N2)=CC=C1)=NC#N,1.0,,,,,,,,,
CC(NC1=NC=CC(N2C=NC3=CC=CC=C32)=N1)C1CN(C(=O)NC2=CC=CC3=CC=CC=C23)CCN1CC1=CC=CC=C1,,,,,,,1.0,,,
O=C1C2=C(C=C(C3=CC=C(Cl)C=C3)O2)CC2=C(C=CC(N3CCNCC3)=C2)N1CC1=CC=CC=C1C1=CN=CC=C1,,,,,0.0,,0.0,,,
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=CC=C(N2CCC(O)C2)C(C2=CN=CN=C2)=C1,,,,,,,,,1.0,
CC1=NC2=C(S1)C(=O)C=C(NC1=CC=C(O)C=C1)C2=O,0.0,,,,,,,,,
CC(C)(C)C1=CC=C(NC(=O)C2=NC=CN2CCC2=CC=NC=C2)C=C1,,,,,,,,,,
CC1=C(C2=CC3=CN=C(NC(=O)C4CC4)C=C3C=C2)C=C(NC(=O)C2COCCO2)C=C1,,,,,,,,,1.0,
COC1=CC2=C(C=C1)C1=C(C(C(=O)O)=N2)C2=C(N1)C(Br)=CC=C2,0.0,,,,,,,,,
CC(C)N1CCN(C2=CN=C(NC3=NC=C4C=C5C(=O)NCC6(CCCCC6)N5C4=N3)C=C2)CC1C,0.0,,,,,,,,,
O=C1NCC2(CCCCC2)N2C1=CC1=CN=C(NC3=NC=C(N4CCC(N5CCOCC5)CC4)C=C3)N=C12,1.0,,,,,,,,,
CC(C1=CC2=C(C=C1)N=CC=C2)C1=NN=C2SC(C3=CN(C)N=C3)=NN12,,,,,,,0.0,0.0,0.0,
CN(C(=O)NC1=C(Cl)C=CC=C1Cl)C1=NC=NC(NC2CCOCC2)=C1,,,,,,,0.0,,,
CN(C)CC=CC(=O)NC1=CC=CC(C(=O)NC2=NC=C(SCC3=NC=C(C(C)(C)C)O3)S2)=C1,1.0,,,,,,,,,
O=C(O)C1=CC=C(CN2CCC(CNC(=O)C3=NNC4=CC=C(C5=CC=CC=C5F)C=C34)CC2)O1,,,,,1.0,,,,,
CC1=C(C2=CC3=CN=C(N)C(C#N)=C3C=C2)C=NC=C1,,,,,,,,,1.0,
C=CC(=O)NC1=CC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2S1,,,,,,,,,0.0,
NC(=O)C1=C(C2=CC=C(OC3=CC=CC=C3)C=C2)NC(C(=O)C2=CC=CC(Br)=C2)=C1N,,,,,,,,,,
CC(C)CCOC1=C(C(=O)C2=CC=CC=C2)C=NC2=NNC=C12,,,,,,,0.0,,,
O=C1NC(=O)C(C2=CC=CC=C2Cl)=C1NC1=CC=CC=C1,,,0.0,,1.0,,,,,
COC1=CC(C2=NN(C(C)C)C3=NC=NC(N)=C23)=CC(OC)=C1OC,,,,,,,,,1.0,
CN1C=C(C2=C(C3=NN=C4C=CC=CN34)C(=O)NC2=O)C2=C1C=C(Br)C=C2,,,,,1.0,,,,,
NC(=O)C1=NN=C2C(C3=CC=C4C=CNC4=C3)=CC=CC2=C1N,,,,,,,0.0,,,
CC(=O)N1CCC(NC2=NC(C(=O)C3=CN(C(C)C)C4=NC=NC(N)=C34)=CN=C2)C1C1=CC=C(F)C=C1,,,,,1.0,,0.0,,,
CCOC1=CC=CC2=C1C(N=NC1=CC=C(S(N)(=O)=O)C=C1)=C(O)N2,1.0,,,,,,,,,
CC1=C(NC2=NC3=CC=CC=C3N2C2=NC=NC(N)=C2)C=C(C(=O)NC2=CC(Br)=CC=C2)C=C1,,,,,,,1.0,,,
COC1=CC(OC)=C2C=C(C3=CC=NC=C3)C=NC2=C1,,,,,,,0.0,,,
O=C(NC1=NC=C2C=C(SC3=CC=CC=C3)C=CC2=C1)C1CC1,,,,,,,,,1.0,
CCCC(=O)NC1=NNC2=C1C=CC(C1=CC(O)=CC=C1)=C2,,,,,1.0,,,,,
COC1=C(OC)C=C(C2=CC3=C(C=CC(NC(=O)NC(C)(C)C)=N3)N=C2)C=C1,,,,,,,,,0.0,
CC[C@H](NC1=NC(NCC2=CC=CC(C)=N2)=C2N=CN(C(C)C)C2=N1)[C@@H](C)O,1.0,,,,,,,,,
CC1=CC=CC(Cl)=C1NC(=O)C1=CC=C2N=C(NC(=O)C3CC3C3=CC=CC=C3)SC2=C1,,,,,,,1.0,,,
CC1=CC=C(C(=O)NC2=CC=CC(NC3=NC=CC(C4=CN=CC=C4)=N3)=C2)C=C1,,,,,,,,,0.0,
N#CC1=CN=C(N2CCC(NC3=C4C=CNC4=NC=C3C(N)=O)C(F)C2)C=C1,,,,,1.0,,,0.0,0.0,
O=C(NC1=CC=CN=N1)N1CCC(=CC2=CC=CC(OC3=CC=C(C(F)(F)F)C=N3)=C2)CC1,,,,,,,,,,
CNC(=O)C1=NC=CC(OC2=CC(F)=C(NC(=O)NC3=CC(C(F)(F)F)=C(Cl)C=C3)C=C2)=C1,,,,,,0.0,,,0.0,
CN1C=CC=C1C(=O)N1CC(NC(=O)NC2=C(F)C=C(F)C=C2)CC1C(=O)NC(CC1=CNC2=CC=CC=C12)C(N)=O,,,,,0.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)NCCCO)C=C1,,,,,,,,,0.0,
O=C1CCCN2[C@@H](CC1)C[C@]13CN4CCCC/C=C\CC[C@](O)(C=C(C5=NC=CC6=C5NC5=C(O)C=CC=C56)C1CC4)[C@H]23,,,,,0.0,,,,,
FC(F)(F)C1=CC=CC(NC2=NN=C(C3=CC=CN=C3CCC3=CC=CC4=NC=CC=C34)O2)=C1,,,,,,,,,,
COC1=CC=CC(C2CN(C3=NC(C4=CC=NC=C4)=CC(=O)N3C)CCN2)=C1,,,,,1.0,,,,,
O=C(NC1=CC=C(OC(F)(F)F)C=C1)C1=CN=C(N2CC[C@@H](O)C2)C(C2=CN=CN=C2)=C1,,,,,,,,,1.0,
O=C(NC1=CC=C2NN=C(C3=NC4=CC(N5CCC(N6CCCCC6)CC5)=CC=C4N3)C2=C1)C1=CC=CO1,,,,,,,,,1.0,
CC1=CC=C(F)C=C1C1=CC=C2C=C(NC3=CC=CC(=O)N3)N=CC2=C1,,,,,,,,,1.0,
COC1=CC=CC=C1NC(=O)CC(NC1=CC=C(OC2=CC=NC3=C2SC(C2=CN(C)C=N2)=C3)C(F)=C1)C(F)(F)F,,,,,0.0,,,,,
COC1=C(OC)C=C(C2=C(N=NC3=CC=CC=C3)C(=O)NN2)C=C1,,,,,1.0,,,,,
CSC1=NC(NC2=CC=CC=C2)=C2C=NN(CC(C)C3=CC=CC=C3)C2=N1,,,,,,,,,0.0,
COC1=CC(NC2=C(C(N)=O)C3=NC=CN3C(N[C@H](C)C3=CC=CC=C3)=N2)=CC(OC)=C1,,,,,,,,1.0,,
OC1=C(N=NC2=CC=CC=C2)C2=CC=CC=C2N1,0.0,,,,,,,,,
CC1=CC=C(C(=O)NC2=CC=C(C)C(NC3=NC=CC(C4=CC=CN=C4)=N3)=C2)C=C1,,,,,,,,,1.0,
CC1=C(C=CN2C=NC3=C(NC4CC4)N=CN=C32)C=C(C(=O)NC2=NOC(C(C)(C)C)=C2)C=C1,,,,,,,,,0.0,
CC1=C(C2=CC=C3C(N4CCOCC4C)=NN=CC3=C2)C=C(C(=O)NC2CC2)C=C1,,,,,,,0.0,,,
CCCCCC(=O)N(CC(=O)N(CC(=O)N(CC(=O)N(CCCC1=CC=CC=C1)CC(N)=O)CC(C)C)CC(C)C)CC1=CC=C(CP(=O)(O)O)C=C1,,,,,,,0.0,0.0,,
COC1=C(OC)C=C(C2=C3NC=NC3=NC(NC3=CC(NC(=O)NC4CCNC4)=CC=C3)=N2)C=C1,0.0,,,,,,,,,
COC1=CC=C2N=C(C3=N[C@@H](C(=O)O)C(C)(C)S3)SC2=C1,,,,,,,,,,
COC1=CC(C2=C(C3=CNC4=C3N=CC=C4)C(=O)NC2=O)=CC(OC)=C1OC,,,,,1.0,,,,,
NC(=O)C1=C2NCCCCCN2N=C1C1=CC2=C(C=C1)SC=N2,,,,,,,0.0,,,
O=C(NC1CCC1)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1,,,,,,,0.0,,,
CSC1=NC(NC2=CC(F)=CC=C2)=C2C=NN(CC(Cl)C3=CC=C(F)C=C3)C2=N1,,,,,,,,,1.0,
COC1=C(OC)C=C(NC2=NC3=C(NC=N3)C(N3CCOCC3)=N2)C=C1,,,,,,,,0.0,,
COC1=CC(N2CCN(C)CC2)=CC=C1NC1=NC=C(Cl)C(OC2=CC=CC(NC(=O)CCO)=C2)=N1,,,,,,0.0,,,,
O=C(NC1=CC=C(SC(F)(F)F)C=C1)C1=CN=C(N2CCC(O)C2)C(C2=CC(F)=CN=C2)=C1,,,,,,,,,1.0,
COC1=CC(C2=NN(C3CCN(C4CCOCC4)CC3)C3=NC=NC(N)=C23)=CC=C1NC(=O)C1=CC=C(N(C)C)C=C1,,,,,,,1.0,,,
CC(NC(=O)C1=CNC2=NC=C(C3=NN(C)C4=C3C(F)=CC(Cl)=C4)N=C12)C(=O)N1CC(C#N)C1,0.0,,,,,,0.0,,0.0,
NC1=CC(OC2=C(F)C=C(NC(=O)C3=CC=CN(C4=C(F)C=C(F)C=C4)C3=O)C=C2)=NC=N1,,,,,,,,,0.0,
CSC1=NC(NCCC2=CC(Cl)=CC=C2)=C2C=NN(CC(Cl)C3=CC=CC=C3)C2=N1,,,,,,,,,1.0,
C1=CN2C=C(C3=CC4=C(C=C3)NN=C4)N=C2N=C1,,,,,1.0,,,,,
CC(C)(O)C1=CC=C(NC2=NC3=CC=C(C#N)C=C3N2)C=C1,,,,,0.0,,,,,
COCCN1CCN(C2=CC=C(C3=C4N=CC(C5=CC=C(NC(=O)OCC(C)C)C=C5)=C(N)N4N=C3)C=C2)CC1,,,,,,,1.0,,,
CCNC(=O)NC1=NC2=C(C=C(C3=CC=CC=C3)C=C2)N1,,,,,,,,,1.0,
CC(C)OC1=C(C(N)=O)SC(C2=CC=NC(NC(=O)C3CC3)=C2)=N1,,,,,1.0,,,,,
COC1=CC=C(NC(=O)NC2=NC3=C(CC(N4C(=O)C5=CC=CC=C5C4=O)CC3)S2)C=C1,,,,,0.0,,,,,
COC1=C(OC)C=C2C(=C1)N=C(NC1=C(C)C=CC=C1Cl)C1=CN=C(C=O)N12,,,,,,,1.0,,,
NC(=O)C1=C(OCC2CC2)N=C(C2=CC(NC(=O)CNCCNC3=C4CCCCC4=NC4=CC=CC=C34)=NC=C2)S1,,,,,1.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)NC2=CC(N(C)C)=CC=C2)C=C1,,,,,,,,,1.0,
COCC1=C(C2=CC=C(OC3=CC=CC=C3)C=C2)C2=C(N)N=CN=C2N1C1CCCC1,,,,,,,1.0,,,
COC(=O)C1=CC=C2N=C(NC3=C(C)C=CC=C3Cl)C3=CN=CN3C2=C1,,,,,,,1.0,,,
CC1=CC=C2C(=C1)C=CN2CCC1=CNC2=CC=C(C)C=C12,0.0,,,,,,,,,
NC(=O)C1=C2NC3=CC=C(OCC4=CC=CN=C4)C=C3CCN2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,,,,,,,1.0,,,
COC1=CC=CC=C1C1CCN(C2=CC(C3=CC=NC=N3)=CC(=O)N2C)CC1,,,,,1.0,,,,,
FC(F)(F)C1=CC=C(C2=NN3N=CC=CC3=C2C2=NC(NC3=CC(C(F)(F)F)=C(Cl)C=C3)=NC=C2)C=C1,0.0,,,,0.0,,,,,
CCCONC(=O)C1=CC=CC=C1SC1=CC=C2C(/C=C/C3=CC=CC=N3)=NNC2=C1,,,,,,,0.0,,,
CN1CCN(C2=CC=CC3=C2N=C(C2=NNC4=CC(C5=CC=C(CO)C=C5)=CC=C24)N3)CC1,0.0,,,,,,,,,
CC1=C2C=C(C3=CC(OCC(N)CC4=CC=CC=C4)=CN=C3)C=CC2=NN1,1.0,,0.0,,1.0,,0.0,0.0,0.0,
NC1=C2C(C3=CC(OC4=CC=CC=C4)=CC=C3)=CN(C3CCCC3)C2=NC=N1,,,,,,,1.0,,,
CCC(NC1=NC(NCC2=CC=NC=C2)=C2N=CN(C(C)C)C2=N1)C(C)O,1.0,,,,,,,,,
CC1=NC=C(C2=NC(NC3=CC=C(S(=O)(=O)NCCN(C)C)C=C3)=NC=C2)N1C,1.0,,,,,,,,,
N#CC1=CC=CC(CSC2=NN=C(C3=CC=C([N+](=O)[O-])C=C3)O2)=C1,,,,,,,,,,
COC1=NC=CC(C2=C(C3=CC=C(F)C=C3)N=CN2C2CCNCC2)=N1,,,,,,,0.0,,,
COC1=CC([N+](=O)[O-])=C(C2=CC=C(C=C3SC(=S)NC3=O)O2)C=C1,,,,,0.0,,,,,
CC(NC(=O)C1=CNC2=NC=C(C3=C4C(F)=CC(F)=CN4C=N3)N=C12)C(=O)N1CC(C#N)C1,0.0,,,,0.0,,0.0,,0.0,
COC1=CC=CC=C1NC1=NC=CC(C2=CC=C(C(=O)O)C(C(C)C)=C2)=N1,,,,,0.0,,,,,
CC1=C(NC2=NC=CC(C3=CN=CC=C3)=N2)C=C(NC(=O)NCCCN(C)C)C=C1,,,,,,,,,0.0,
CC1=CC=C(NC(=O)N2CCOC(CO)C2)C=C1C1=CC=C2C=C(NC(=O)C3CC3)N=CC2=C1,,,,,,,,,1.0,
CCN1C(C2=NON=C2N)=NC2=C(C#CC(C)(C)O)N=C(OCC(C)N)C=C21,,,,,1.0,,,,,
NC1CCCN(C2=NC=C(C(=O)NC3=CC=C(OC(F)(F)Cl)C=C3)C=C2C2=CN=CN=C2)C1,,,,,,,,,1.0,
COC1=NC=CC=C1C(=O)NC1=CC=CC(C2=NC=NC3=C2N=CN3)=C1,,,,,,,,,0.0,
CCN(CC)C1CCN(C2=CN=C(NC3=NC=C4C=C5C(=O)NCC6(CCCC6)N5C4=N3)C=C2)CC1,0.0,,,,,,,,,
CN1CCN(C2=NC=C(C3=CC4=C(N=C3)NCCN4CC3=C(F)C=CC(F)=C3Cl)C=C2)CC1,0.0,,0.0,,0.0,,0.0,0.0,,
O=C(/C=C/C1=CN=C2NC=C(C3=CC=CC=C3)C2=C1)NCCC1=CC=CC=C1,,,,,1.0,,,,,
